newassoc.c_personid	biog_main.c_name_chn	assoc_codes.c_assoc_desc_chn	newassoc.perid	newassoc.c_name_chn	newassoc.c_assoc_year	newassoc.c_notes	newassoc.c_text_title
13417	石公弼	友	13597	張克公	1121		[n/a]
13444	虞仲琳	友	16643	胡宗伋			[n/a]
13481	曾開	友	53326	釋法清		嘗居池之天寧寺 以伽梨蒙首而坐 侍郎曾開見而與語 及游徑山 佛日請為首座	嘗居池之天寧寺 以伽梨蒙首而坐 侍郎曾開見而與語 及游徑山 佛日請為首座
13565	李昭玘	友	44852	晁公秉			[n/a]
13574	張伯孫	友	1762	王安石	1065		[n/a]
13591	王則	友	13592	張得一	1048		[n/a]
13612	張恕	友	1493	蘇轍	1106		[n/a]
13612	張恕	友	3767	蘇軾	1106		[n/a]
13612	張恕	友	7084	王鞏	1106		[n/a]
13651	陳宋霖	友	3257	朱熹	1167		[n/a]
13734	張昭易	友	15029	高守成	1010		[n/a]
13773	張杰	友	3257	朱熹	1193		[n/a]
13773	張杰	友	7055	呂祖謙	1193		[n/a]
13773	張杰	友	7164	張栻	1193		[n/a]
13798	王直方	友	3767	蘇軾	0		[n/a]
13798	王直方	友	7111	黃庭堅	0		[n/a]
13803	程敦厚	友	52274	穆深之		好議論性理 提刑馮時行 侍讀程敦厚 皆其素交 李石使彭	好議論性理 提刑馮時行 侍讀程敦厚 皆其素交 李石使彭
13893	馮時行	友	38188	于格	0		[n/a]
13893	馮時行	友	42235	呂及之			[n/a]
13893	馮時行	友	52274	穆深之		博學喜讀書 好議論性理 提刑馮時行 侍讀程敦厚 皆其素交	博學喜讀書 好議論性理 提刑馮時行 侍讀程敦厚 皆其素交
13895	范子該	友	3075	陳亮	1220		[n/a]
13895	范子該	友	3075	陳亮		子長弟 與兄同遊張栻之門 與陳亮相友善	子長弟 與兄同遊張栻之門 與陳亮相友善
13924	張擴	友	10703	呂本中		如曾慥 朱翌 呂本中輩 皆一代勝流 切劘有素	如曾慥 朱翌 呂本中輩 皆一代勝流 切劘有素
14074	章友直	友	44222	柳淇			[n/a]
14221	陳恬	友	3029	晁說之	1117		[n/a]
14299	李廌	友	15947	孔夷	0	與李廌為詩酒侶。	與李廌為詩酒侶。
14303	王獻可	友	7111	黃庭堅	1100		[n/a]
14310	种放	友	18360	宋澥			[n/a]
14310	种放	友	24352	張無夢	1015		[n/a]
14374	陳之奇	友	3404	胡瑗		官中允 即乞歸 與胡瑗、蘇舜欽為友 時號吳下三賢	官中允 即乞歸 與胡瑗、蘇舜欽為友 時號吳下三賢
14374	陳之奇	友	7064	蘇舜欽		官中允 即乞歸 與胡瑗、蘇舜欽為友 時號吳下三賢	官中允 即乞歸 與胡瑗、蘇舜欽為友 時號吳下三賢
14419	陳驥	友	8082	李邴	1130		[n/a]
14419	陳驥	友	14514	張讀		仙遊人 元符三年由中舍選第進士 與直講張讀、參政李邴友善 歷宗學博士 性鯁特	仙遊人 元符三年由中舍選第進士 與直講張讀、參政李邴友善 歷宗學博士 性鯁特
14426	陳登	友	10598	王十朋	1187		[n/a]
14447	李訦	友	14451	傅伯成	1203		[n/a]
14447	李訦	友	14512	楊炳	1203		[n/a]
14451	傅伯成	友	14447	李訦	1202		[n/a]
14451	傅伯成	友	17073	高元之			[n/a]
14512	楊炳	友	14447	李訦	1205		[n/a]
14514	張讀	友	8082	李邴	1127		[n/a]
14514	張讀	友	14419	陳驥		仙遊人 元符三年由中舍選第進士 與直講張讀、參政李邴友善 歷宗學博士 性鯁特	仙遊人 元符三年由中舍選第進士 與直講張讀、參政李邴友善 歷宗學博士 性鯁特
14765	陳東	友	19206	馮汝舟	1127		[n/a]
14765	陳東	友	51164	潘祺		後果愈 游太學 與陳東為友 東欲陳時政 祺曰：奈親老不能與子俱	後果愈 游太學 與陳東為友 東欲陳時政 祺曰：奈親老不能與子俱
14967	詹體仁	友	7197	周必大	1206		[n/a]
15022	陳士楚	友	11450	林栗			[n/a]
15029	高守成	友	13734	張昭易	1010		[n/a]
15072	楊簡	友	38422	王琦	0		[n/a]
15072	楊簡	友	38422	王琦		樂平人 為學官 楊簡稱為直友	樂平人 為學官 楊簡稱為直友
15072	楊簡	友	39752	沈文彪	0		[n/a]
15072	楊簡	友	39752	沈文彪		鄞人 號清遐居士 楊簡講友 以奧學峻行 與簡為忘年交	鄞人 號清遐居士 楊簡講友 以奧學峻行 與簡為忘年交
15074	陳敏	友	1547	孫載	1104		[n/a]
15074	陳敏	友	3577	凌浩	1104		[n/a]
15074	陳敏	友	15075	袁默	1104		[n/a]
15075	袁默	友	1547	孫載	1093		[n/a]
15075	袁默	友	3577	凌浩	1093		[n/a]
15075	袁默	友	15074	陳敏	1093		[n/a]
15175	陳楫	友	1388	潘良貴	1130		[n/a]
15208	陳伯彊	友	7128	陳瓘	1106		[n/a]
15256	樓鏞	友	15259	喬行簡	1223		[n/a]
15259	喬行簡	友	15256	樓鏞	1241		[n/a]
15270	周孚	友	15271	陳珙	1177		[n/a]
15271	陳珙	友	15270	周孚	1211		[n/a]
15296	鄭俠	友	42350	林子充			[n/a]
15296	鄭俠	友	42436	林仲嘉			[n/a]
15296	鄭俠	友	48404	游中孚		質直而好義 與人言無不踐 而友於鄭俠	質直而好義 與人言無不踐 而友於鄭俠
15439	程禦	友	470	金君卿	1086		[n/a]
15439	程禦	友	1400	彭汝礪	1086		[n/a]
15495	張敦頤	友	11904	朱松	1168		[n/a]
15501	馬廷鸞	友	43276	洪橓			[n/a]
15598	俞康直	友	634	韓縝	1100		[n/a]
15703	侯可	友	38907	申顏	0		[n/a]
15878	閭丘孝終	友	3767	蘇軾		未幾掛冠歸 與崇大年輩以耆德稱 蘇軾謫黃時與孝終友善 相推重 過吳嘗飲酒賦詩其家	未幾掛冠歸 與崇大年輩以耆德稱 蘇軾謫黃時與孝終友善 相推重 過吳嘗飲酒賦詩其家
15939	孔道輔	友	20268	劉渙	1039		[n/a]
15947	孔夷	友	14299	李廌	0	與李廌為詩酒侶。	與李廌為詩酒侶。
15991	陳宜中	友	15994	黃鏞	1292		[n/a]
15991	陳宜中	友	15995	林則祖	1292		[n/a]
15994	黃鏞	友	15991	陳宜中	1292		[n/a]
15994	黃鏞	友	15995	林則祖	1292		[n/a]
15995	林則祖	友	15991	陳宜中	1292		[n/a]
15995	林則祖	友	15994	黃鏞	1292		[n/a]
16033	吳華	友	7059	梅堯臣	1050		[n/a]
16048	杜俁	友	3767	蘇軾		成都人 父沂 與蘇軾友善 俁幼從軾游 家藏書畫甚富	成都人 父沂 與蘇軾友善 俁幼從軾游 家藏書畫甚富
16054	巢谷	友	1493	蘇轍	1087		[n/a]
16054	巢谷	友	3767	蘇軾	1087		[n/a]
16153	蔣曉	友	10543	陳著	1277		[n/a]
16282	錢節	友	3043	秦觀	1108		[n/a]
16570	周莘	友	8004	陳與義	1123		[n/a]
16643	胡宗伋	友	8079	李光			[n/a]
16643	胡宗伋	友	13444	虞仲琳			[n/a]
16649	胡衛	友	10749	葉適			[n/a]
16659	孫介	友	45001	厲德輔			[n/a]
16692	王炎	友	3257	朱熹	0	與朱熹交誼頗篤	與朱熹交誼頗篤
16713	諸葛填	友	11800	劉宰	1247		[n/a]
16783	范仲藝	友	3075	陳亮	1199		[n/a]
16783	范仲藝	友	10749	葉適	1199		[n/a]
16878	朱光庭	友	7026	范祖禹	1094		[n/a]
16903	胡緝	友	26631	范克信			[n/a]
17062	竺欣	友	10325	舒璘		鄰里稱善 遣其子大年從沈煥遊 他日喜而語舒璘曰：諸子自得師 粗厲之習變而為儒雅 暴慢之氣轉而為溫厚	鄰里稱善 遣其子大年從沈煥遊 他日喜而語舒璘曰：諸子自得師 粗厲之習變而為儒雅 暴慢之氣轉而為溫厚
17073	高元之	友	14451	傅伯成			[n/a]
17490	呂約	友	45370	孫貫			[n/a]
17491	呂浩	友	3075	陳亮			[n/a]
17517	俞汝尚	友	375	趙抃	1072		[n/a]
17527	吳儆	友	3257	朱熹	1183		[n/a]
17527	吳儆	友	7055	呂祖謙	1183		[n/a]
17527	吳儆	友	7164	張栻	1183		[n/a]
17574	劉禹錫	友	714	向子忞	1144		[n/a]
17732	張山甫	友	10223	張子厚		三子齊名 關中號三傑 與張子厚善 故武功因有子厚錄野亭	三子齊名 關中號三傑 與張子厚善 故武功因有子厚錄野亭
17921	呂和問	友	42034	羅靖			[n/a]
17921	呂和問	友	42037	羅竦			[n/a]
17921	呂和問	友	42043	滕愷		婺源人 幼穎悟好學 尹焞高弟呂和問客於婺 愷與為師友 登紹興五年進士第	婺源人 幼穎悟好學 尹焞高弟呂和問客於婺 愷與為師友 登紹興五年進士第
17927	芮煇	友	24787	倪稱	1178		[n/a]
17935	石介	友	1384	歐陽修	1045		[n/a]
17987	郭良臣	友	7055	呂祖謙	1182		[n/a]
18027	喬拱	友	7055	呂祖謙	1173		[n/a]
18029	孫礿	友	49048	傅寅		29.312-13黃溍著<杏溪祠堂記>	29.312-13黃溍著<杏溪祠堂記>
18049	洪咨夔	友	4001	魏了翁			[n/a]
18170	桑世昌	友	33345	林師蒧	1202		[n/a]
18360	宋澥	友	14310	种放			[n/a]
18360	宋澥	友	21214	魏野			[n/a]
18360	宋澥	友	46755	張荷		壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀	壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀
18449	項安世	友	33354	劉愚	1205		[n/a]
18449	項安世	友	52491	韓彰		嘗守夷陵 秩滿過荊 謂項安世曰：彰幸甚得事頤正郭先生于夷陵 聞教多矣 安世質之	嘗守夷陵 秩滿過荊 謂項安世曰：彰幸甚得事頤正郭先生于夷陵 聞教多矣 安世質之
18519	謝傑	友	3624	樓鑰		良佐後裔 官永嘉郡丞 與樓鑰為忘年交 奉祠主管雲臺觀卒	良佐後裔 官永嘉郡丞 與樓鑰為忘年交 奉祠主管雲臺觀卒
18588	徐誼	友	10585	陳傅良	1203		[n/a]
18684	戴溪	友	51443	鄧林		淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政	淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政
18685	戴栩	友	7203	朱晞顏	0		[n/a]
18788	楊玨	友	45591	曹淇			[n/a]
18827	胡襄	友	3257	朱熹		以為趙鼎、胡寅之學 被錮十餘年 晚復交朱熹 由是體用浹洽 本末兼備	以為趙鼎、胡寅之學 被錮十餘年 晚復交朱熹 由是體用浹洽 本末兼備
18938	黃震	友	26801	吳自然	1280		[n/a]
18938	黃震	友	26804	唐震	1280		[n/a]
18938	黃震	友	52543	韓秋巖		秋巖與敬庵縞素負木主 道經撫州 時黃震為守 往迎之 亦制服設位於郡廳	秋巖與敬庵縞素負木主 道經撫州 時黃震為守 往迎之 亦制服設位於郡廳
19074	任孜	友	3762	蘇洵	1076		[n/a]
19075	任伋	友	3762	蘇洵	1077		[n/a]
19086	任象先	友	42373	林彖			[n/a]
19087	任申先	友	42373	林彖			[n/a]
19103	洪蘩	友	3624	樓鑰			[n/a]
19123	文天祥	友	20742	牟子才		子才事親孝 判吉州時 識文天祥於童子 即以遠大相期 所薦士如李芾等	子才事親孝 判吉州時 識文天祥於童子 即以遠大相期 所薦士如李芾等
19123	文天祥	友	33517	黎立武		除太學錄通判袁州 官至國子司業 與文天祥、謝枋得相友善 學者稱所寄先生 宋亡不仕	除太學錄通判袁州 官至國子司業 與文天祥、謝枋得相友善 學者稱所寄先生 宋亡不仕
19123	文天祥	友	35363	王弈	1283		[n/a]
19123	文天祥	友	38549	王幼孫	0		[n/a]
19123	文天祥	友	46990	張千載		字毅甫 廬陵人 與文天祥友 天祥被執北行 千載寓天祥囚所近側	字毅甫 廬陵人 與文天祥友 天祥被執北行 千載寓天祥囚所近側
19123	文天祥	友	52602	薛魁祥		遂棄官居汀著書 嘗辟連江宰不就 每與文天祥言及宋祚 輒欷歔流涕 其忠憤見於詩辭	遂棄官居汀著書 嘗辟連江宰不就 每與文天祥言及宋祚 輒欷歔流涕 其忠憤見於詩辭
19151	李敏之	友	3102	程顥	1066		[n/a]
19164	李閎祖	友	3257	朱熹	1241		[n/a]
19206	馮汝舟	友	211	張浚	1130		[n/a]
19206	馮汝舟	友	14765	陳東	1130		[n/a]
19392	顧成忠	友	8113	史浩	1166		[n/a]
19410	趙汝楳	友	10367	袁洪	1256		[n/a]
19414	趙不?	友	19419	王衜	1180		[n/a]
19419	王衜	友	19414	趙不?	1167		[n/a]
19673	姜潛	友	19777	李縕			[n/a]
19777	李縕	友	19673	姜潛			[n/a]
19840	呂南公	友	21707	曾景初	1086		[n/a]
19865	李公麟	友	19868	李沖元	1106		[n/a]
19865	李公麟	友	19869	李亮工	1106		[n/a]
19868	李沖元	友	7111	黃庭堅	1118		[n/a]
19868	李沖元	友	10615	洪朋	1118		[n/a]
19868	李沖元	友	19865	李公麟	1118		[n/a]
19868	李沖元	友	19869	李亮工	1118		[n/a]
19869	李亮工	友	19865	李公麟	1118		[n/a]
19869	李亮工	友	19868	李沖元	1118		[n/a]
19871	王該	友	1762	王安石	0		[n/a]
20030	李謙昇	友	9001	趙匡胤	976		[n/a]
20043	吳思齊	友	20059	方鳳		出處：全元文，第30冊 P108。“以風節行義相高”	0
20043	吳思齊	友	20059	方鳳		輒謝之曰：譬猶處子已嫁 不能更二夫也 與方鳳、謝翱善 每登嚴陵山慟哭西臺 學者爭師事之	輒謝之曰：譬猶處子已嫁 不能更二夫也 與方鳳、謝翱善 每登嚴陵山慟哭西臺 學者爭師事之
20043	吳思齊	友	20065	謝翱		出處：全元文，第30冊 P108。“以風節行義相高”	0
20043	吳思齊	友	20065	謝翱		元元貞元年卒於杭 年四十七 其友方鳳、吳思齊輩葬之釣臺南 以文稿殉 翱自號晞髮子	元元貞元年卒於杭 年四十七 其友方鳳、吳思齊輩葬之釣臺南 以文稿殉 翱自號晞髮子
20043	吳思齊	友	28182	吳謙	1297		[n/a]
20192	林詢	友	11073	林亦之			[n/a]
20268	劉渙	友	8043	范仲淹	1060		[n/a]
20268	劉渙	友	15939	孔道輔	1060		[n/a]
20421	劉格	友	49741	董隱子		言皆玩人 然狂而不悖 與高安劉格為友	言皆玩人 然狂而不悖 與高安劉格為友
20427	劉元高	友	27644	姚勉		一目十行 既長 與姚勉、胡仲雲論天下事 輒慷慨激烈 時號高安三俊	一目十行 既長 與姚勉、胡仲雲論天下事 輒慷慨激烈 時號高安三俊
20584	陸九齡	友	7055	呂祖謙	1180	visiting together1173.8.1173.101179.101180.4Lu Jiuling comes to visit	visiting together1173.8.1173.101179.101180.4Lu Jiuling comes to visit
20646	呂聲之	友	10589	蔡幼學	1205		[n/a]
20646	呂聲之	友	10589	蔡幼學		琰子 以能詩名 師陳傅良而友蔡幼學 同升太學 壁記題名	琰子 以能詩名 師陳傅良而友蔡幼學 同升太學 壁記題名
20697	馬之純	友	49048	傅寅		黃溍著<杏溪祠堂記>	黃溍著<杏溪祠堂記>
20742	牟子才	友	19123	文天祥		子才事親孝 判吉州時 識文天祥於童子 即以遠大相期 所薦士如李芾等	子才事親孝 判吉州時 識文天祥於童子 即以遠大相期 所薦士如李芾等
20765	歐陽守道	友	43436	胡敬之			[n/a]
20910	石?	友	3257	朱熹	1182		[n/a]
20963	林松孫	友	42974	陳鵬飛			[n/a]
20983	李潛	友	38789	田腴	0		[n/a]
21062	汪開之	友	10706	王柏		字元思 金華人 王柏學友 有固窮集	字元思 金華人 王柏學友 有固窮集
21097	石康伯	友	10173	文同		其家藏書畫數百軸 編冊曰石氏畫苑 與文同善 元豐三年時 年六十一	其家藏書畫數百軸 編冊曰石氏畫苑 與文同善 元豐三年時 年六十一
21137	杜誼	友	1651	蔡襄			[n/a]
21153	林鼐	友	10749	葉適	1182		[n/a]
21167	杜炤	友	3968	王雱	1094	據宋元學案補遺：杜炤少與王雱友，相得驩甚；自其父安石變法，尚新經，天下翕然歸之，炤遂不復與雱接。	據宋元學案補遺：杜炤少與王雱友，相得驩甚；自其父安石變法，尚新經，天下翕然歸之，炤遂不復與雱接。
21180	方岳	友	41850	余玠		野堂記(秋崖小稿38/6下)。	野堂記(秋崖小稿38/6下)。
21180	方岳	友	43454	胡見嵩		與方岳為友，岳與陳司業書云：「習庵方以斯道化辟雍，而權衡天下士。凡士之好修者，以不得出其門下為羞。」	與方岳為友，岳與陳司業書云：「習庵方以斯道化辟雍，而權衡天下士。凡士之好修者，以不得出其門下為羞。」
21180	方岳	友	43735	柯維翰		興國人 鄉貢進士 與方岳相友善 贏糧于數百里以從師問學為事 而志不克就	興國人 鄉貢進士 與方岳相友善 贏糧于數百里以從師問學為事 而志不克就
21214	魏野	友	808	薛田		河中河東人 少師种放 與魏野友善 以進士起家 累遷右諫議大夫	河中河東人 少師种放 與魏野友善 以進士起家 累遷右諫議大夫
21214	魏野	友	18360	宋澥			[n/a]
21214	魏野	友	46755	張荷		壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀	壽光人 師事种放 與吳質、魏野、楊朴、宋澥為友 性高潔 為文奇澀
21239	蘇堅	友	3767	蘇軾	1094		[n/a]
21246	蘇振文	友	4001	魏了翁	1233		[n/a]
21495	湯漢	友	10296	袁甫	1274		[n/a]
21569	滕強恕	友	37899	王梠	0		[n/a]
21595	田亙	友	38734	陳叔易			[n/a]
21595	田亙	友	38735	崔德符			[n/a]
21599	田晝	友	3888	鄒浩	0		[n/a]
21619	丁寶臣	友	1384	歐陽修	1067		[n/a]
21707	曾景初	友	19840	呂南公	1074		[n/a]
21765	段萬頃	友	3244	周行己			[n/a]
21790	段沖	友	10565	胡銓	1130		[n/a]
21791	段元愷	友	7197	周必大			[n/a]
21806	祖護	友	798	續觱	1165		[n/a]
21915	董銖	友	11134	黃榦	1214		[n/a]
21918	胡方平	友	40079	汪深			[n/a]
22106	聞人安道	友	375	趙抃		通判歙州 官至職方郎中知南康軍 與趙抃、司馬光、蘇軾交善	通判歙州 官至職方郎中知南康軍 與趙抃、司馬光、蘇軾交善
22106	聞人安道	友	1488	司馬光		通判歙州 官至職方郎中知南康軍 與趙抃、司馬光、蘇軾交善	通判歙州 官至職方郎中知南康軍 與趙抃、司馬光、蘇軾交善
22106	聞人安道	友	3767	蘇軾		通判歙州 官至職方郎中知南康軍 與趙抃、司馬光、蘇軾交善	通判歙州 官至職方郎中知南康軍 與趙抃、司馬光、蘇軾交善
22123	王陶	友	43474	姜愚			[n/a]
22273	韋襄	友	141	喬維岳			[n/a]
22273	韋襄	友	3031	戚同文(字)			[n/a]
22273	韋襄	友	3504	李虛己			[n/a]
22273	韋襄	友	42102	宗度			[n/a]
22273	韋襄	友	43544	萬適			[n/a]
22273	韋襄	友	43545	張茂直			[n/a]
22278	石延年	友	38726	劉潛	0		[n/a]
22278	石延年	友	53551	釋惟儼		學佛兼通儒 喜辭章 友石延年 為文數百篇	學佛兼通儒 喜辭章 友石延年 為文數百篇
22282	韋氏(趙構母)	友	27246	喬氏(趙佶妃)	1139		[n/a]
22369	吳澥	友	24847	李彥華	1193		[n/a]
22412	吳竿	友	3075	陳亮		敭歷中外 所至有聲 所交葉適、陳亮 皆相器重	敭歷中外 所至有聲 所交葉適、陳亮 皆相器重
22412	吳竿	友	10749	葉適		敭歷中外 所至有聲 所交葉適、陳亮 皆相器重	敭歷中外 所至有聲 所交葉適、陳亮 皆相器重
22601	楊谷	友	3727	史彌遠	1228		[n/a]
22602	楊石	友	3727	史彌遠	1230		[n/a]
22701	葉紹翁	友	10258	真德秀	1235		[n/a]
22701	葉紹翁	友	10258	真德秀		徙處州龍泉 其學出於葉適 尤與真德秀善 所著四朝聞見錄 南渡以後諸野史足補史傳之闕者	徙處州龍泉 其學出於葉適 尤與真德秀善 所著四朝聞見錄 南渡以後諸野史足補史傳之闕者
22725	顏慥	友	1651	蔡襄	1066		[n/a]
23388	黃文晟	友	3257	朱熹	1187		[n/a]
23388	黃文晟	友	3632	陸九淵	1187		[n/a]
23735	陳旦	友	3257	朱熹		字明仲 建陽人 與朱熹交 為侯官縣令	字明仲 建陽人 與朱熹交 為侯官縣令
23969	方疇	友	46708	張紆		後遊張俊之門 及紹興末 與方疇、張栻等又相會於永 栻感而記之	後遊張俊之門 及紹興末 與方疇、張栻等又相會於永 栻感而記之
24338	林暐	友	7128	陳瓘	1132		[n/a]
24352	張無夢	友	14310	种放	1065		[n/a]
24490	單子發	友	10451	慕容彥逢	1145		[n/a]
24787	倪稱	友	17927	芮煇	1172		[n/a]
24847	李彥華	友	22369	吳澥	1171		[n/a]
24847	李彥華	友	24851	歐陽澈	1171		[n/a]
24851	歐陽澈	友	24847	李彥華	1127		[n/a]
24853	林大鼐	友	10612	林光朝			[n/a]
24893	楊琳	友	7111	黃庭堅		字君全 青神人 元符二年餞黃庭堅於中岩	字君全 青神人 元符二年餞黃庭堅於中岩
24921	鄧約禮	友	10749	葉適		甚得民心 改溫州教授 與葉適定交 調常德府推官卒 約禮篤於學行	甚得民心 改溫州教授 與葉適定交 調常德府推官卒 約禮篤於學行
24937	何中	友	24942	李畋	1031		[n/a]
24937	何中	友	41821	戈淵			[n/a]
24942	李畋	友	24937	何中	1022		[n/a]
25035	王回	友	3888	鄒浩	0		[n/a]
25053	梁惟簡	友	25073	馮說	1103		[n/a]
25053	梁惟簡	友	25074	楊偁	1103		[n/a]
25053	梁惟簡	友	25075	曾燾	1103		[n/a]
25059	陳衍	友	25073	馮說	1103		[n/a]
25059	陳衍	友	25074	楊偁	1103		[n/a]
25059	陳衍	友	25075	曾燾	1103		[n/a]
25073	馮說	友	25053	梁惟簡	1103		[n/a]
25073	馮說	友	25059	陳衍	1103		[n/a]
25074	楊偁	友	25053	梁惟簡	1103		[n/a]
25074	楊偁	友	25059	陳衍	1103		[n/a]
25075	曾燾	友	25053	梁惟簡	1103		[n/a]
25075	曾燾	友	25059	陳衍	1103		[n/a]
25127	羅從彥	友	25129	廖衙	1131		[n/a]
25129	廖衙	友	25127	羅從彥	1135		[n/a]
25174	崔與之	友	37899	王梠	0		[n/a]
25174	崔與之	友	52768	譚凱		不為紛華所動 年二十餘即不赴科舉 崔與之與交 稱其賢 廣帥楊長孺以與之薦	不為紛華所動 年二十餘即不赴科舉 崔與之與交 稱其賢 廣帥楊長孺以與之薦
25345	胡珵	友	11904	朱松	1151		[n/a]
25347	周P	友	25348	丁世元	1042		[n/a]
25348	丁世元	友	25347	周P	1032		[n/a]
25412	趙士褭	友	3134	張俊	1143		[n/a]
25522	蔡鎬	友	10749	葉適	1191		[n/a]
25575	譚季壬	友	3640	陸游	1205		[n/a]
25604	陸彥昭	友	1238	劉岑	1151		[n/a]
25610	王琳	友	3640	陸游	1217		[n/a]
25635	趙彥端	友	669	韓元吉	1175		[n/a]
25731	程驤	友	10830	李石	1194		[n/a]
25860	林岊	友	4001	魏了翁			[n/a]
25903	方秉俟	友	10612	林光朝	1206		[n/a]
25903	方秉俟	友	11419	方翥	1206		[n/a]
25984	趙不敏	友	122302	蘇盼奴			[n/a]
26022	柴中行	友	46635	張宏		從柴元裕學 明經飾行 少與柴中行為友 及禁伊洛之學 宏歸隱	從柴元裕學 明經飾行 少與柴中行為友 及禁伊洛之學 宏歸隱
26140	趙焯	友	7055	呂祖謙	1183		[n/a]
26260	祝祐	友	11811	劉韐	1127		[n/a]
26618	王烜	友	40722	李天才			[n/a]
26631	范克信	友	16903	胡緝			[n/a]
26745	蔣如晦	友	10289	袁燮	1212		[n/a]
26801	吳自然	友	18938	黃震	1272		[n/a]
26801	吳自然	友	26804	唐震	1272		[n/a]
26804	唐震	友	18938	黃震	1275		[n/a]
26804	唐震	友	26801	吳自然	1275		[n/a]
26882	葛敏修	友	3767	蘇軾	1118		[n/a]
26882	葛敏修	友	7111	黃庭堅	1118		[n/a]
27148	游復	友	2022	楊時	1133		[n/a]
27246	喬氏(趙佶妃)	友	22282	韋氏(趙構母)	1140		[n/a]
27361	徐木	友	3075	陳亮	1196		[n/a]
27361	徐木	友	3257	朱熹	1196		[n/a]
27385	魏掞之	友	3257	朱熹	1173		[n/a]
27391	員安輿	友	3762	蘇洵			[n/a]
27391	員安輿	友	10173	文同			[n/a]
27644	姚勉	友	20427	劉元高		一目十行 既長 與姚勉、胡仲雲論天下事 輒慷慨激烈 時號高安三俊	一目十行 既長 與姚勉、胡仲雲論天下事 輒慷慨激烈 時號高安三俊
27710	楊冠卿	友	37641	王彥和		年八十餘 貧且病 楊冠卿為作疏丐于朋從 以濟其艱	年八十餘 貧且病 楊冠卿為作疏丐于朋從 以濟其艱
27723	游九言	友	7203	朱晞顏	0		[n/a]
27733	方瑑	友	11891	張居		有南渡遺風 嘗為學諭 與四明張居卿最厚善 淳祐四年卒 年六十一	有南渡遺風 嘗為學諭 與四明張居卿最厚善 淳祐四年卒 年六十一
27733	方瑑	友	37998	張畤	0		[n/a]
27773	高登	友	48572	黃京		龍溪人 初在郡學 與高登友善 紹興二年同擢第 調連州戶曹	龍溪人 初在郡學 與高登友善 紹興二年同擢第 調連州戶曹
27801	謝枋得	友	35363	王弈	1285		[n/a]
27801	謝枋得	友	42773	周震一			[n/a]
27826	何夢桂	友	41923	吳攀龍			[n/a]
27928	劉黼	友	1817	王峴	1101		[n/a]
28448	貢祖文	友	8175	岳飛	1139		[n/a]
29559	張世南	友	41573	吳錡		鄱陽張世南與定交，僅百日而卒。世南悲悼之，錄其一詩。	鄱陽張世南與定交，僅百日而卒。世南悲悼之，錄其一詩。
29583	陳世崇	友	48703	黃力敘		號梅堂 江西人 與陳世崇友善 有贈陳世崇歸江西詩	號梅堂 江西人 與陳世崇友善 有贈陳世崇歸江西詩
29583	陳世崇	友	48849	黃鵬飛		莆田人 宋末時 與陳世崇友善	莆田人 宋末時 與陳世崇友善
29608	姜夔	友	48990	單煒		字炳文 好古博雅 與姜夔為友 善畫 喜寫竹	字炳文 好古博雅 與姜夔為友 善畫 喜寫竹
29845	林逋	友	53689	釋智圓		徐氏子 居孤山瑪瑙院 與林逋為鄰友 乾興元年二月卒 年四十七	徐氏子 居孤山瑪瑙院 與林逋為鄰友 乾興元年二月卒 年四十七
30229	高懌	友	44359	張堯			[n/a]
30229	高懌	友	44361	許勃			[n/a]
30306	何藗	友	42143	張圖南			[n/a]
30359	辛棄疾	友	3257	朱熹	1199		[n/a]
30359	辛棄疾	友	51443	鄧林		淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政	淳熙五年登第 奉泰和主簿 嘗與辛棄疾、周必大、陳傅良、戴溪、朱熹、呂祖謙等為友 凡三上書於朝 譏切朝政
30727	釋惠洪	友	44423	柳瑾			[n/a]
33233	釋居簡	友	53233	釋如湛		愛堂其號 與釋居簡相善 嘗住黃蘖十二祖大道場 嘉定間住行在之大雄寺	愛堂其號 與釋居簡相善 嘗住黃蘖十二祖大道場 嘉定間住行在之大雄寺
33345	林師蒧	友	3951	王厚之	1206		[n/a]
33345	林師蒧	友	18170	桑世昌	1206		[n/a]
33354	劉愚	友	10749	葉適	1192		[n/a]
33354	劉愚	友	18449	項安世	1192		[n/a]
33480	郭忠恕	友	45879	王士元		士元尤精其藝 好讀書為儒者言 與國子博士郭忠恕為畫友 人物師周昉 山水師關仝	士元尤精其藝 好讀書為儒者言 與國子博士郭忠恕為畫友 人物師周昉 山水師關仝
33596	劉應時	友	3640	陸游	1189		[n/a]
33596	劉應時	友	10566	楊萬里	1189		[n/a]
34068	王頤	友	7055	呂祖謙	1174	Does muzhiming for father Wang Tian	Does muzhiming for father Wang Tian
