biog_main.c_personid	biog_main.c_name_chn	kinship_codes.c_kinrel_chn	newkinship.c_kin_id	newkinship.c_name_chn	newkinship.c_notes
33291	龚伦	子	33292	龚凝	
33292	龚凝	父	33291	龚伦	
33292	龚凝	子	33293	龚诱衷	
33293	龚诱衷	子	33290	龚鼎臣	
33293	龚诱衷	父	33292	龚凝	
33296	龚祥	父	33290	龚鼎臣	
33297	龚群	父	33290	龚鼎臣	
33298	龚羲	父	33290	龚鼎臣	
33299	句诜	父	21429	句希仲	
33300	句请	父	21429	句希仲	
33311	李易	父	19638	李孝友	
33311	李易	母	40334	蒋氏(李易母)	
33311	李易	妻子	40336	牛氏(李易妻)	
33320	李侗	父	33325	李涣	
33321	李干	子	33322	李纁	
33321	李干	子	33323	李纬	
33321	李干	子	33324	李绎	
33322	李纁	父	33321	李干	
33322	李纁	子	33325	李涣	
33323	李纬	父	33321	李干	
33324	李绎	父	33321	李干	
33325	李涣	父	33322	李纁	
33326	李友直	父	33320	李侗	
33327	李信甫	父	33320	李侗	
33336	陈德一	子	33335	陈暹	
33345	林师蒧	子	29944	林表民	
33350	刘镇	弟	22927	刘鎔	
33350	刘镇	弟	51874	刘铎	
33356	徐氏(刘愚妻)	丈夫	33354	刘愚	
33357	刘克	父	33354	刘愚	
33358	刘几	父	33354	刘愚	
33359	刘凡	父	33354	刘愚	
33361	柳拱辰	父	33363	柳中	
33361	柳拱辰	弟	33364	柳应辰	
33361	柳拱辰	子	33366	柳猷	
33363	柳中	子	33361	柳拱辰	
33363	柳中	子	33364	柳应辰	
33364	柳应辰	兄	33361	柳拱辰	
33364	柳应辰	父	33363	柳中	
33364	柳应辰	子	33365	柳平	
33365	柳平	父	33364	柳应辰	
33366	柳猷	父	33361	柳拱辰	
33367	刘大有	父	33368	刘仲珪	
33367	刘大有	子	51712	刘炎	
33368	刘仲珪	父	33369	刘忠	
33369	刘忠	子	33368	刘仲珪	
33369	刘忠	父	33370	刘益	
33370	刘益	子	33369	刘忠	
33371	刘亮	父	33368	刘仲珪	
33372	刘宏	父	33371	刘亮	
33373	刘宇	父	33371	刘亮	
33374	刘枢	父	33368	刘仲珪	
33375	刘伟	父	33368	刘仲珪	
33376	刘衡	父	33375	刘伟	
33377	刘大猷	父	33375	刘伟	
33378	刘夔	父	33367	刘大有	
33379	刘挺	父	33378	刘夔	
33380	刘振	父	33378	刘夔	
33388	殷万采	子	33387	殷澂	
33393	王敏学	父	22117	王圭	
33404	卢B	子	33405	卢讳仁	
33405	卢讳仁	子	33399	卢鑑	
33405	卢讳仁	父	33404	卢B	
33455	朱礼	子	33456	朱智	
33456	朱智	子	33448	朱清	
33456	朱智	父	33455	朱礼	
33470	倪淞	子	33471	倪椿	
33518	黎士云	子	33517	黎立武	
33518	黎士云	父	33519	黎瑛	
33519	黎瑛	子	33518	黎士云	
33595	刘继宽	子	33596	刘应时	
33596	刘应时	父	33595	刘继宽	
33596	刘应时	子	52006	刘叔向	
33647	罗大经	父	52819	罗竹谷	
33852	鲁可群	父	3628	鲁訔	
33854	鲁行恕	子	33855	鲁果	
33855	鲁果	父	33854	鲁行恕	
33855	鲁果	子	33856	鲁季颖	
33856	鲁季颖	父	33855	鲁果	
33881	毛晃	子	33882	毛居正	
33882	毛居正	父	33881	毛晃	
33929	彭仲刚	父	33932	彭汝砺	
33930	彭迴	子	33931	彭宗盛	
33931	彭宗盛	父	33930	彭迴	
33931	彭宗盛	子	33932	彭汝砺	
33932	彭汝砺	子	33929	彭仲刚	
33932	彭汝砺	父	33931	彭宗盛	
33935	王枞	父	26612	王涣之	
33936	梅柔顺	丈夫	462	蒋彝	
33936	梅柔顺	父	7058	梅灏	
33937	蒋嗣康	父	462	蒋彝	
33938	蒋嗣宗	父	462	蒋彝	
33939	蒋嗣昌	父	462	蒋彝	
33943	钱端夫	父	10176	钱衮	
33944	钱端履	父	10176	钱衮	
33945	钱端衡	父	10176	钱衮	
33946	钱端诚	父	10176	钱衮	
33947	钱端懿	父	10176	钱衮	
33948	叶侁	父	7103	叶唐稷	
33949	叶傆	父	7103	叶唐稷	
33950	叶偬	父	7103	叶唐稷	
33951	叶俣	父	7103	叶唐稷	
33954	龚C	子	33955	龚D	
33955	龚D	父	33954	龚C	
33957	宋氏(江褒母)	丈夫	15394	江汝明	
33957	宋氏(江褒母)	父	15398	宋保孙	
33958	郭三达	父	19482	郭瑑	
33959	郭三雅	父	19482	郭瑑	
33965	郑作艾	父	15316	郑绦	
33965	郑作艾	子	15318	郑庶	
33966	郑知章	父	15316	郑绦	
33973	朱愈	父	7205	朱耜	
33974	朱悫	父	7205	朱耜	
33975	朱懋	父	7205	朱耜	
33976	邓昌宗	父	19809	邓绍密	
33977	邓昌国	父	19809	邓绍密	
33978	邓昌时	父	19809	邓绍密	
33979	邓昌世	父	19809	邓绍密	
33980	邓昌朝	父	19809	邓绍密	
33982	顾大陞	父	19380	顾复几	
33983	顾大	父	19380	顾复几	
33985	毛伯亮	父	13210	毛随	
33986	江裒	父	15394	江汝明	
33987	江袤	父	15394	江汝明	
33989	江表	父	15394	江汝明	
33990	江俊	父	15420	江褎	
33991	江履	父	15429	江大方	
33992	杨友益	父	22543	杨懿孺	
33993	杨友夔	父	22543	杨懿孺	
33996	王樗	父	26611	王汉之	
33997	王栎	父	26611	王汉之	
33998	徐硕言	父	27041	徐量	
33999	徐昌言	父	27041	徐量	
33999	徐昌言	弟	27046	徐徽言	据宋史列传CBDB宋史分传#1735
34001	李漳	父	19567	李正民	
34001	李漳	兄	19568	李洪	
34001	李漳	弟	34002	李洤	
34002	李洤	父	19567	李正民	
34002	李洤	兄	19568	李洪	
34002	李洤	兄	34001	李漳	
34017	令狐挺	父	34019	令狐颂	
34018	令狐嗣昌	父	34016	令狐A	
34018	令狐嗣昌	子	34019	令狐颂	
34019	令狐颂	子	34017	令狐挺	
34019	令狐颂	父	34018	令狐嗣昌	
34020	令狐俅	父	34017	令狐挺	
34021	令狐僖	父	34017	令狐挺	
34022	令狐俣	父	34017	令狐挺	
34026	令狐勃	父	34020	令狐俅	
34027	令狐相如	父	34020	令狐俅	
34028	令狐勋	子	34020	令狐俅	
34029	令狐劝	父	34020	令狐俅	
34030	令狐励	父	34020	令狐俅	
34031	令狐正平	父	34020	令狐俅	
34032	令狐皞如	父	34020	令狐俅	
34033	令狐勔	父	34021	令狐僖	
34034	令狐勉	父	34021	令狐僖	
34035	令狐勣	父	34021	令狐僖	
34037	常嘉猷	父	26315	常珪	
34038	常远猷	父	26315	常珪	
34039	常徽猷	父	26315	常珪	
34040	常英猷	父	26315	常珪	
34044	宋焞	父	3791	宋庆曾	
34045	贾公直	父	7020	贾蕃	
34046	贾公亶	父	7020	贾蕃	
34051	周孟阳	父	16335	周归贞	
34058	孙竢	父	1535	孙览	
34059	王文素	子	34060	王朏	
34060	王朏	子	3934	王馀庆	
34060	王朏	父	34059	王文素	
34061	王确	父	1789	王兢	
34062	王公立	父	1789	王兢	
34063	王公亶	父	1789	王兢	
34064	王公奭	父	1789	王兢	
34068	王颐	父	38258	王恬	
34071	刘民质	父	1254	刘昱	
34072	刘民师	父	1254	刘昱	
34073	刘民则	父	1254	刘昱	
34074	刘民献	父	1254	刘昱	
34075	陈复	父	14209	陈知雄	
34076	张复	子	34077	张成	
34077	张成	父	34076	张复	
34079	李晖	父	15155	李修	
34081	毕仲渊	父	18399	毕从周	
34082	毕仲文	父	18399	毕从周	
34085	范正路	父	559	范纯仁	
34086	张太君	丈夫	26316	王尧善	
34086	张太君	父	26319	张武仲	
34088	王泾	父	26316	王尧善	
34089	王溥	父	26316	王尧善	
34090	田氏(郭忠谏妻)	丈夫	26324	郭忠谏	
34090	田氏(郭忠谏妻)	父	26326	田守度	
34092	郭申义	父	26325	郭体仁	
34093	郭好义	父	26325	郭体仁	
34094	郭与义	父	26325	郭体仁	
34095	郭和义	父	26325	郭体仁	
34096	宋清臣	父	26327	宋寅	
34096	宋清臣	兄	26328	宋辅臣	
34097	宋太君	父	26328	宋辅臣	
34097	宋太君	丈夫	26329	王	
34098	王騊	父	26329	王	
34100	陈安礼	父	67	陈贯	
34100	陈安礼	妻子	34106	李太君	
34101	陈益之	父	14262	陈子渊	
34102	陈延之	父	14262	陈子渊	
34103	陈损之	父	14262	陈子渊	
34106	李太君	丈夫	34100	陈安礼	
34106	李太君	父	34107	李晟	
34107	李晟	女儿	34106	李太君	
34110	陈立之	父	34100	陈安礼	
34111	陈温之	父	34100	陈安礼	
34112	陈至之	父	34100	陈安礼	
34113	毕氏(毕从古女)	父	3709	毕从古	
34114	韩澡	父	644	韩忠彦	
34115	韩澄	父	644	韩忠彦	
34126	毕完	父	1416	毕仲衍	
34127	毕寀	父	1416	毕仲衍	
34130	刁绨	父	1634	刁湛	
34130	刁绨	兄	11942	刁纺	
34254	顾伯善	父	34253	顾庆	
34354	舒梦旂	子	34355	舒正大	
34366	胡师夔	子	34363	胡斗元	
34366	胡师夔	父	34367	胡允济	
34367	胡允济	子	34366	胡师夔	
34398	郑世卿	子	34397	郑天麟	
34398	郑世卿	父	34399	郑显文	
34399	郑显文	子	34398	郑世卿	
34430	周新	女儿	34428	周惠恭	
34430	周新	父	34431	周深甫	
34430	周新	子	34433	周以柔	
34431	周深甫	子	34430	周新	
34431	周深甫	父	34432	周文举	
34432	周文举	子	34431	周深甫	
34545	吴枢	子	10084	吴澄	
34545	吴枢	父	10085	吴铎	
34546	吴大德	子	10085	吴铎	
34553	刘养浩	子	34552	刘安国	
34870	宋有	子	34871	宋沆	
34870	宋有	父	34874	宋裕	
34870	宋有	子	40046	宋佖	
34871	宋沆	父	34870	宋有	
34871	宋沆	妻子	34888	王氏(宋沆妻)	
34871	宋沆	子	40097	宋甡	
34872	宋九龄	父	34871	宋沆	
34872	宋九龄	父	40046	宋佖	
34874	宋裕	子	34870	宋有	
34874	宋裕	父	34875	宋正	
34875	宋正	子	34874	宋裕	
34876	宋林	父	34871	宋沆	
34876	宋林	兄	40097	宋甡	
34877	宋朋	父	34871	宋沆	
34878	宋行	父	34871	宋沆	
34879	宋弜	父	34871	宋沆	
34880	宋珏	父	34871	宋沆	
34881	宋自适	弟	34882	宋自道	
34881	宋自适	弟	34883	宋恭	
34881	宋自适	弟	34885	宋自逊	
34881	宋自适	父	40097	宋甡	
34882	宋自道	兄	34881	宋自适	
34882	宋自道	弟	34883	宋恭	
34882	宋自道	弟	34885	宋自逊	
34882	宋自道	父	40097	宋甡	
34883	宋恭	兄	34881	宋自适	
34883	宋恭	兄	34882	宋自道	
34883	宋恭	弟	34885	宋自逊	
34883	宋恭	父	40097	宋甡	
34884	宋自述	父	40097	宋甡	
34885	宋自逊	兄	34881	宋自适	
34885	宋自逊	兄	34882	宋自道	
34885	宋自逊	兄	34883	宋恭	
34885	宋自逊	父	40097	宋甡	
34887	王QQ	女儿	34888	王氏(宋沆妻)	
34888	王氏(宋沆妻)	丈夫	34871	宋沆	
34888	王氏(宋沆妻)	父	34887	王QQ	
34888	王氏(宋沆妻)	子	40097	宋甡	
34892	释道璨	父	34893	陶B	
34892	释道璨	母	34894	吴氏(释道璨母)	
34893	陶B	子	34892	释道璨	
34893	陶B	妻子	34894	吴氏(释道璨母)	
34894	吴氏(释道璨母)	子	34892	释道璨	
34894	吴氏(释道璨母)	丈夫	34893	陶B	
34937	段季先	父	34936	段B	
34938	段季亨	父	34936	段B	
34938	段季亨	子	34943	段整	
34947	张晞	子	34948	张询	
35006	左纬	子	35007	左璠	
35006	左纬	子	35008	左璵	
35006	左纬	子	35009	左毕	
35007	左璠	父	35006	左纬	
35007	左璠	弟	35008	左璵	
35007	左璠	弟	35009	左毕	
35008	左璵	父	35006	左纬	
35008	左璵	兄	35007	左璠	
35008	左璵	弟	35009	左毕	
35009	左毕	父	35006	左纬	
35009	左毕	兄	35007	左璠	
35009	左毕	兄	35008	左璵	
35013	杜旟	父	35012	杜陵	
35013	杜旟	子	35018	杜去伪	
35014	杜旃	父	35012	杜陵	
35014	杜旃	子	35020	杜去轻	
35015	杜斿	父	35012	杜陵	
35015	杜斿	子	40283	杜去非	
35016	杜旞	父	35012	杜陵	
35017	杜旝	父	35012	杜陵	
35017	杜旝	子	35021	杜去华	
35018	杜去伪	父	35013	杜旟	
35020	杜去轻	父	35014	杜旃	
35020	杜去轻	妻子	385680	郭氏(杜去轻妻)	
35021	杜去华	父	35017	杜旝	
35024	张孝端	子	35025	张价	
35080	吴缜	父	26451	吴师孟	
35081	吴箕	子	35082	吴会	
35082	吴会	父	35081	吴箕	
35082	吴会	子	35083	吴轸	
35082	吴会	子	35084	吴辅	
35083	吴轸	父	35082	吴会	
35084	吴辅	父	35082	吴会	
35108	吴信	子	35109	吴仁杰	
35109	吴仁杰	父	35108	吴信	
35109	吴仁杰	子	35110	吴樗	
35110	吴樗	父	35109	吴仁杰	
35132	杨荣祖	子	35131	杨昌宋	
35153	姚思晟	子	35152	姚潼翔	
35209	俞儒宗	父	22828	俞应龙	
35209	俞儒宗	子	35208	俞国粱	
35225	龚潗	子	35224	龚璛	
35225	龚潗	父	35226	龚基先	
35225	龚潗	子	35228	龚理	
35226	龚基先	子	35225	龚潗	
35226	龚基先	父	35227	龚炳	
35227	龚炳	子	35226	龚基先	
35243	袁璡	子	35244	袁祐之	
35244	袁祐之	父	35243	袁璡	
35244	袁祐之	子	35245	袁枢	
35245	袁枢	子	35238	袁易	
35245	袁枢	父	35244	袁祐之	
35263	袁采	子	35264	袁景清	
35264	袁景清	父	35263	袁采	
35268	王子俊	父	27281	王大临	
35270	王希淮	子	35269	王炎午	
35270	王希淮	父	35272	王朝用	
35270	王希淮	妻子	35275	刘氏(王希淮妻)	
35272	王朝用	子	35270	王希淮	
35272	王朝用	父	35273	王忠	
35273	王忠	子	35272	王朝用	
35273	王忠	父	35274	王廷	
35274	王廷	子	35273	王忠	
35275	刘氏(王希淮妻)	子	35269	王炎午	
35275	刘氏(王希淮妻)	丈夫	35270	王希淮	
35275	刘氏(王希淮妻)	父	35277	刘淑行	
35276	刘君德	父	12189	刘彦直	
35276	刘君德	子	35277	刘淑行	
35277	刘淑行	女儿	35275	刘氏(王希淮妻)	
35277	刘淑行	父	35276	刘君德	
35278	王阮	父	26229	王彦博	据宋史列传CBDB宋史分传#1301
35279	翁永年	弟	35280	翁卷	
35280	翁卷	兄	35279	翁永年	
35284	吴豫	父	35286	吴仪	
35286	吴仪	子	35284	吴豫	
35286	吴仪	父	35287	吴友堂	
35287	吴友堂	子	35286	吴仪	
35287	吴友堂	父	35288	吴作德	
35288	吴作德	子	35287	吴友堂	
35301	王道昌	父	35304	王德秀	
35301	王道昌	妻子	35307	聂维清	
35304	王德秀	子	35301	王道昌	
35304	王德秀	父	35305	王幡然	
35305	王幡然	子	35304	王德秀	
35305	王幡然	父	35306	王子忠	
35306	王子忠	子	35305	王幡然	
35307	聂维清	丈夫	35301	王道昌	
35307	聂维清	子	35302	王义山	
35307	聂维清	子	35303	王义端	
35307	聂维清	父	35310	聂侯服	
35308	聂嚞	父	35309	聂次山	
35309	聂次山	子	35308	聂嚞	
35309	聂次山	父	35310	聂侯服	
35309	聂次山	子	136213	聂嚞	
35309	聂次山	妻子	138460	徐氏(聂次山妻）	
35310	聂侯服	女儿	35307	聂维清	
35310	聂侯服	子	35309	聂次山	
35310	聂侯服	父	35311	聂公彦	
35311	聂公彦	子	35310	聂侯服	
35311	聂公彦	父	35312	聂大方	
35312	聂大方	子	35311	聂公彦	
35314	王希文	父	35303	王义端	
35315	赵与洀	父	15657	赵希循	
35326	于蒙	子	35325	于应雷	
35326	于蒙	父	35327	于登	
35327	于登	子	35326	于蒙	
35341	曾澂	子	35342	曾子良	
35352	何鑑	子	35351	何雷龙	
35352	何鑑	父	35353	何国玉	
35353	何国玉	子	35352	何鑑	
35355	刘岩	子	35354	刘壎	
35355	刘岩	妻子	35356	揭氏(刘岩妻)	
35355	刘岩	父	35357	刘炎	
35356	揭氏(刘岩妻)	丈夫	35355	刘岩	
35357	刘炎	子	35355	刘岩	
35357	刘炎	父	35358	刘从军	
35358	刘从军	子	35357	刘炎	
35404	谢元贲	子	35403	谢雄	
35404	谢元贲	父	35405	谢继先	
35405	谢继先	子	35404	谢元贲	
35410	何天声	兄	35409	何时	
35410	何天声	父	35411	何梦龙	
35411	何梦龙	子	35409	何时	
35411	何梦龙	子	35410	何天声	
35411	何梦龙	父	35412	何谌伯	
35411	何梦龙	子	41973	何时	
35411	何梦龙	父	137177	何訦伯	
35411	何梦龙	妻子	138227	詹氏(何梦龙妻）	
35412	何谌伯	子	35411	何梦龙	
35412	何谌伯	父	35413	何子政	
35413	何子政	子	35412	何谌伯	
35413	何子政	子	137177	何訦伯	
35422	刘思才	子	35421	刘士表	
35459	卢达叔	子	35458	卢义先	
35459	卢达叔	父	35460	卢汝华	
35460	卢汝华	子	35459	卢达叔	
35465	陈嗣源	子	35464	陈旃泽	
35465	陈嗣源	父	35466	陈元善	
35466	陈元善	子	35465	陈嗣源	
35476	邵思昕	子	35475	邵天骥	
35476	邵思昕	父	35477	邵德隆	
35477	邵德隆	子	35476	邵思昕	
35504	周孟桂	子	35503	周以道	
35504	周孟桂	父	35505	周彦明	
35505	周彦明	子	35504	周孟桂	
35528	王维翰	子	35527	王公涂	
35532	吕蕴	子	35531	吕端	
35560	汪慧通	父	1758	汪思温	
35560	汪慧通	丈夫	3615	楼璩	
35561	楼錧	父	3615	楼璩	
35562	楼锱	父	3615	楼璩	
35563	楼镇	父	3615	楼璩	
35564	楼铝	父	3615	楼璩	
35565	楼鍨	父	3615	楼璩	
35566	楼澡	父	19922	楼锡	
35567	楼	父	19922	楼锡	
35573	赵师稷	父	17676	赵伯圭	
35574	赵师皋	父	17676	赵伯圭	
35575	王模	父	10697	王淮	
35576	王朴	父	10697	王淮	
35577	王檝	父	10697	王淮	
35578	王橚	父	10697	王淮	
35581	陈巩	父	10239	陈居仁	
35582	陈芾	父	10239	陈居仁	
35583	陈阜	父	10239	陈居仁	
35584	王星	父	17444	王伯庠	
35585	王有大	父	17444	王伯庠	
35586	王正大	父	17444	王伯庠	
35589	王大临	父	3942	王中行	
35590	薛佑祖	父	18780	薛居宝	
35591	薛怀祖	父	18780	薛居宝	
35592	薛延祖	父	18780	薛居宝	
35593	薛述祖	父	18780	薛居宝	
35598	杨燡	父	22594	杨王休	
35598	杨燡	子	35600	杨基	
35599	杨燧	父	22594	杨王休	
35600	杨基	父	35598	杨燡	
35601	徐睎皋	父	773	徐子寅	
35602	徐睎益	父	773	徐子寅	
35603	徐睎垂	父	773	徐子寅	
35604	徐睎契	父	773	徐子寅	
35605	徐睎夷	父	773	徐子寅	
35610	钱云	父	3033	钱象祖	
35611	钱泽	父	3033	钱象祖	
35616	周纶	父	7197	周必大	
35616	周纶	子	35617	周颢	
35617	周颢	父	35616	周纶	
35619	王逸	父	8178	王伦	
35620	王朴	父	3974	王述	
35621	王棣	父	3974	王述	
35622	王杞	父	3974	王述	
35623	王枢	父	3974	王述	
35624	王梓	父	35619	王逸	
35625	王机	父	35619	王逸	
35626	王棠	父	35619	王逸	
35627	王枃	父	35619	王逸	
35628	张幼昭	丈夫	10585	陈傅良	
35628	张幼昭	父	10588	张孝恺	
35629	陈师辙	父	10585	陈傅良	
35630	陈师朴	父	10585	陈傅良	
35635	彭钜	父	14833	彭龟年	
35637	胡梦白	兄弟	35638	胡梦得	
35638	胡梦得	兄弟	35637	胡梦白	
35641	孙录	父	13303	孙逢吉	
35642	孙錤	父	13303	孙逢吉	
35643	孙鐩	父	13303	孙逢吉	
35646	娄绍曾	父	24860	娄机	
35647	娄绍彭	父	24860	娄机	
35648	娄绍聃	父	24860	娄机	
35652	曾抡	父	3912	曾炎	
35652	曾抡	子	35653	曾仲良	
35653	曾仲良	父	35652	曾抡	
35654	林简	父	15188	林大中	
35656	林楷	父	35655	林籥	
35657	林枞	父	35655	林籥	
35658	林棫	父	35655	林籥	
35664	陈仲堪	父	14600	陈希点	
35665	陈仲埴	父	14600	陈希点	
35665	陈仲埴	母	339470	朱氏(陈希点妻)	
35666	陈仲	父	14600	陈希点	
35667	陈仲垓	父	14600	陈希点	
35667	陈仲垓	母	339470	朱氏(陈希点妻)	
35668	陈仲坊	父	14600	陈希点	
35668	陈仲坊	母	339470	朱氏(陈希点妻)	
35669	孔梦符	妻子	339466	陈氏(孔梦符妻)	
35670	盛立礼	妻子	339467	陈氏(盛立礼妻)	
35671	钱氏(赵粹中妻)	父	16281	钱亿年	
35671	钱氏(赵粹中妻)	丈夫	25203	赵粹中	
35672	赵端	父	25203	赵粹中	
35673	赵	父	25203	赵粹中	
35674	赵	父	25203	赵粹中	
35679	楼氏(王正己妻)	父	3618	楼异	
35679	楼氏(王正己妻)	丈夫	3948	王正己	
35680	王汲	父	3948	王正己	
35681	王涣	父	3948	王正己	
35682	王泽	父	3948	王正己	
35683	王潜	父	3948	王正己	
35687	王深	父	19876	王正功	
35688	王	父	19876	王正功	
35689	王泌	父	19876	王正功	
35690	楼由仁	父	19927	楼弆	
35691	楼行仁	父	19927	楼弆	
35692	楼珹	父	19927	楼弆	
35693	楼琰	父	19927	楼弆	
35694	洪藏	父	14171	洪怀祖	
35695	洪	父	14171	洪怀祖	
35696	洪蘧	父	14171	洪怀祖	
35697	洪芹	父	14171	洪怀祖	
35698	洪蔼	父	14171	洪怀祖	
35699	洪荟	父	14171	洪怀祖	
35700	洪艺	父	14171	洪怀祖	
35701	洪薰	父	14171	洪怀祖	
35705	李文铸	父	3539	李宗质	
35706	李文镇	父	3539	李宗质	
35707	李文錡	父	3539	李宗质	
35709	洪柟孙	父	19103	洪蘩	
35710	洪棣孙	父	19103	洪蘩	
35711	洪栝孙	父	19103	洪蘩	
35712	洪桂孙	父	19103	洪蘩	
35713	洪椿孙	父	19103	洪蘩	
35714	周大受	父	3251	周元卿	
35715	周文之	父	35714	周大受	
35716	周迁之	父	35714	周大受	
35717	周复之	父	35714	周大受	
35719	闻人氏(赵师龙妻)	丈夫	26637	赵师龙	
35719	闻人氏(赵师龙妻)	父	26640	闻人颖达	
35720	赵希醇	父	26637	赵师龙	
35721	赵希一	父	26637	赵师龙	
35722	赵希白	父	26637	赵师龙	
35723	赵希怤	父	26637	赵师龙	
35726	赵师攸	父	14843	赵伯摅	
35727	赵师翰	父	14843	赵伯摅	
35732	朱氏(高元之妻)	丈夫	17073	高元之	
35732	朱氏(高元之妻)	父	35733	朱友闻	
35733	朱友闻	女儿	35732	朱氏(高元之妻)	
35733	朱友闻	子	39886	朱群	
35734	高子高	父	17073	高元之	
35735	高子享	父	17073	高元之	
35736	高子文	父	17073	高元之	
35737	曹恕	父	1668	曹耜	
35738	曹志	父	1668	曹耜	
35740	乔德佐	父	15258	乔森	
35741	乔骧	父	15258	乔森	
35745	高氏(黄仁俭妻)	丈夫	12933	黄仁俭	
35745	高氏(黄仁俭妻)	父	18927	高愓之	
35746	陆氏(黄仁俭妻)	丈夫	12933	黄仁俭	
35746	陆氏(黄仁俭妻)	父	18928	陆康民	
35747	黄直行	父	12933	黄仁俭	
35748	黄直古	父	12933	黄仁俭	
35749	黄直义	父	12933	黄仁俭	
35753	周温厚	父	16529	周造	
35754	周煇	父	16540	周楫	
35755	周烨	父	16540	周楫	
35756	周焕	父	16540	周楫	
35757	周	父	16540	周楫	
35758	周炤	父	16540	周楫	
35759	周煜	父	16540	周楫	
35760	周炜	父	16540	周楫	
35761	周燀	父	16540	周楫	
35765	陆氏(汪大定妻)	父	1284	陆寘	
35765	陆氏(汪大定妻)	丈夫	10354	汪大定	
35766	黄与之	父	26682	黄宗谅	
35767	黄定之	父	26682	黄宗谅	
35768	黄一之	父	26682	黄宗谅	
35769	黄尚之	父	26682	黄宗谅	
35770	李赓	父	18104	李友直	
35771	李康	父	18104	李友直	
35772	李庸	父	18104	李友直	
35773	李庲	父	18104	李友直	
35774	周氏(张仲梓妻)	丈夫	3133	张仲梓	
35774	周氏(张仲梓妻)	父	26696	周R	
35775	张爚	父	3133	张仲梓	
35776	张烜	父	3133	张仲梓	
35777	张燠	父	3133	张仲梓	
35778	史弥迥	父	18096	史浚	
35779	楼源	父	3620	楼镗	
35780	楼洪	父	3620	楼镗	
35781	楼深	父	3620	楼镗	
35782	戴炳	父	10308	戴机	
35788	骆朝宗	父	26711	骆士宏	
35789	骆光宗	父	26707	骆季友	
35790	骆儒宗	父	26711	骆士宏	
35791	骆可宗	父	26711	骆士宏	
35792	骆开宗	父	26711	骆士宏	
35793	曹孝忠	父	24886	曹盅	
35794	曹孝先	父	24886	曹盅	
35795	方叔泰	父	3302	方导	
35796	方叔宽	父	3302	方导	
35799	姜煓	父	16084	姜柄	
35800	戴诚之	父	18674	戴厚	
35801	戴淇	父	18674	戴厚	
35803	戴法寿	父	18674	戴厚	
35805	向之邵	父	17849	向公援	
35806	向之翰	父	17849	向公援	
35808	朱氏(姜浩妻)	丈夫	3227	姜浩	
35808	朱氏(姜浩妻)	父	3253	朱孝庄	
35809	姜朴	父	3227	姜浩	
35810	姜桐	父	3227	姜浩	
35811	姜林	父	3227	姜浩	
35818	孟曾	父	1364	孟嵩	
35819	孟翔	父	1364	孟嵩	
35820	周烜	父	16541	周模	
35823	袁邦杰	父	17056	袁良佐	
35824	袁邦玉	父	17056	袁良佐	
35825	袁邦正	父	17056	袁良佐	
35826	李诚白	父	19908	李充庭	
35831	宇文绍猷	父	4136	宇文师说	
35832	宇文绍谔	父	4136	宇文师说	
35834	楼浃	父	19967	楼鎡	
35835	楼洽	父	19967	楼鎡	
35839	竺大本	父	17062	竺欣	
35840	竺大圣	父	17062	竺欣	
35841	竺大用	父	17062	竺欣	
35845	舒鎡	父	17053	舒琮	
35846	舒镳	父	17053	舒琮	
35847	舒	父	17053	舒琮	
35852	舒琰	父	10322	舒黻	
35853	舒琳	父	10322	舒黻	
35856	汪份	父	17095	汪汝贤	
35857	赵师骞	父	10302	赵伯淮	
35857	赵师骞	兄	10304	赵师渊	
35857	赵师骞	弟	10437	赵师夏	
35858	赵师游	父	10302	赵伯淮	
35858	赵师游	兄弟	10304	赵师渊	
35858	赵师游	兄	35857	赵师骞	
35860	石志学	父	13425	石斗文	
35860	石志学	子	35861	石康孙	
35861	石康孙	父	35860	石志学	
35869	李自牧	父	19864	李友仁	
35870	李自明	父	19864	李友仁	
35870	李自明	子	40985	李光大	
35870	李自明	父	137243	李岐茂	
35870	李自明	妻子	138282	林氏(李自明妻）	
35871	李嗣孙	父	19864	李友仁	
35873	赵枢夫	父	21119	赵彦绳	
35874	赵懋夫	父	21119	赵彦绳	
35879	罗琢	父	10914	罗起	
35879	罗琢	子	35880	罗朝俊	
35880	罗朝俊	子	10915	罗点	
35880	罗朝俊	父	35879	罗琢	
35881	罗端立	父	10915	罗点	
35882	罗思	父	10915	罗点	
35883	罗愈	父	10915	罗点	
35884	黄遵	父	24717	黄度	
35885	黄准	父	24717	黄度	
35885	黄准	子	48650	黄嘉	
35885	黄准	父	137324	黄友端	
35885	黄准	妻子	138359	洪氏(黄准妻）	
35886	黄堮	父	3417	黄荦	
35887	黄坡	父	3417	黄荦	
35891	沉传曾	父	10319	沉焕	
35892	沉敏曾	父	10319	沉焕	
35893	袁浃	父	10255	袁方	
35894	袁渐	父	10255	袁方	
35900	汪龙纪	父	17096	汪伋	
35907	赵时怀	父	14960	赵伸夫	
35908	赵时思	父	14960	赵伸夫	
35911	赵彦许	父	14750	赵公升	
35912	赵彦词	父	14750	赵公升	
35913	赵彦禾	父	14750	赵公升	
35916	程氏(汪义和妻)	丈夫	15555	汪义和	
35918	薛师仁	父	18781	薛扬祖	
35919	薛师诚	父	18781	薛扬祖	
35920	薛师文	父	18781	薛扬祖	
35921	赵时授	父	21465	赵充夫	
